Accomplishments	Use service/ technology
1. Responsible for a concept design of new E-Commerce platform in agile development project as a scrum master.  2. Trained 4 freshly graduated fellows who are of different backgrounds and nationalities.	Java, Javascript, Spring framework, Git, Jenkins, Linux, AWS Lambda/S3/EC2/ Cloud Front/API Gateway
